Unnamed: 0,IMMAGINE,DOMANDA,RISPOSTA 1,V/F,RISPOSTA 2,V/F.1,RISPOSTA 3,V/F.2,TEMA
864,,Deve essere in possesso di patente nautica il conduttore di un'unità da diporto nell'esercizio dello sci nautico?,sì.,V,dipende dalla lunghezza dell'unità e dalla potenza del motore.,F,no.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
865,,"Per l'esercizio dello sci nautico, oltre al conduttore, quante persone devono trovarsi a bordo:","una, esperta nello sci nautico.",F,"una, esperta nel nuoto.",V,nessun altro.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
866,,In quale fascia di mare è possibile praticare lo sci nautico?,"oltre 100 metri dalla batimetrica di 1,60 metri, salvo diverse disposizioni dell'Autorità marittima.",F,"oltre 200 metri dalla spiaggia, misurati dalla batimetrica di 1,60 metri, salvo diverse disposizioni dell'Autorità marittima.",V,entro un miglio dalla costa.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
867,,Lo sci nautico è praticabile:,"in ore diurne, con tempo favorevole e mare calmo.",V,sempre.,F,anche in ore notturne se si dispone di un proiettore omologato.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
868,,La distanza minima tra lo sciatore nautico e il mezzo trainante è di:,18 metri.,F,12 metri.,V,14 metri.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
869,,L'unità con la quale viene praticato lo sci nautico:,deve essere un'unità omologata CE.,F,deve essere un'unità immatricolata.,F,può essere qualsiasi tipo di unità da diporto.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
871,,"In caso di sci nautico svolto con natante da diporto, il conduttore deve possedere:",il brevetto di salvamento.,F,il brevetto di nuoto e voga.,F,la patente nautica.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
872,,Dove devono avvenire partenza e recupero dello sciatore nautico?,esclusivamente servendosi dei corridoi di lancio.,F,"soltanto in acque libere da bagnanti e da imbarcazioni, se non vietato dalle ordinanze locali, ovvero entro gli appositi corridoi di lancio.",V,ovunque purchè con cautela al fine di prevenire situazioni di pericolo.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
873,,L'unità trainante lo sciatore nautico deve essere munita di:,"cassetta di pronto soccorso, gancio di traino e specchietto retrovisore.",V,mezzi che consentano una facile risalita a bordo.,F,dispositivi supplementari per il segnalamento acustico.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
874,,"In linea generale, qual è la distanza minima per fare sci nautico dalle coste cadenti a picco sul mare?",100 metri.,V,200 metri.,F,400 metri.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
875,,Chi riconosce l'idoneità del gancio di traino e dello specchietto retrovisore ai fini della pratica dello sci nautico?,Ente tecnico autorizzato.,F,la Motorizzazione civile.,F,la Capitaneria di porto.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
876,,"Nelle zone di mare antistanti le spiagge, in assenza di corridoi di lancio e fermo restando quanto prescritto dall'ordinanza dell'Autorità marittima, la partenza ed il rientro dell'unità trainante lo sciatore nautico:","durante la stagione balneare è possibile solo davanti a coste cadenti a picco sul mare, in assenza di balneazione.",F,avviene con rotta normale alla linea di costa ed a velocità non superiore a 3 nodi.,V,non è possibile in alcun caso.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
878,,"Per ogni sciatore trainato, deve essere presente a bordo dell'unità trainante:",1 salvagente a portata di mano.,V,1 boetta fumogena.,F,1 dispositivo sonoro.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
879,,"Per poter effettuare lo sci nautico, il motore dell’unità trainante lo sciatore nautico deve essere:",del tipo entrofuoribordo.,F,di potenza necessaria per trainare lo sciatore.,F,dotato di invertitore di marcia e di dispositivo per la messa in folle.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
880,,"Per effettuare lo sci nautico, quale dotazione, non prevista dall'Allegato V al DM 146/2008, per navigare entro 12 miglia dalla costa, si deve aggiungere a bordo?",un fuoco a mano a luce rossa.,F,un binocolo.,F,una cassetta di pronto soccorso.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
881,,Per effettuare lo sci nautico il conducente osserva lo sciatore tramite uno specchio retrovisore:,convesso.,V,piatto.,F,concavo.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
882,,Quanti sciatori possono essere trainati contemporaneamente dalla medesima unità da diporto?,tre.,F,due.,V,uno.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
883,,La distanza laterale tra un battello trainante uno sciatore e gli altri natanti deve essere:,almeno pari alla lunghezza del cavo di traino + ulteriori metri 10 fissi.,F,"almeno 1,5 volte la lunghezza del cavo di traino.",F,superiore alla lunghezza del cavo di traino.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
885,,In barca ci sono due persone quando una di queste decide che vuole praticare sci nautico. È possibile?,solo se chi conduce sia titolare di patente nautica.,F,no.,V,sì.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
886,,La pesca non professionale effettuata con il fucile subacqueo può essere consentita a coloro che hanno compiuto:,15 anni.,F,16 anni.,V,14 anni solo con il consenso dei genitori.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
887,,L'esercizio della pesca subacquea sportiva è consentito:,soltanto in apnea senza l'uso di apparecchi ausiliari di respirazione.,V,soltanto fino ad una profondità di metri tre.,F,soltanto entro 50 metri della costa.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
888,,Durante l'esercizio della pesca sportiva subacquea:,è consento esclusivamente l'utilizzo di fonti luminose alogene.,F,è vietato l'utilizzo delle fonti luminose a eccezione della torcia.,V,"non è consento l'utilizzo di alcuna fonte luminosa, compresa la torcia.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
889,,L'esercizio della pesca subacquea è vietato,è vietato dal sorgere del sole al tramonto.,F,è vietato dal tramonto al sorgere del sole.,V,è vietato dalle ore 08:00 alle ore 18:00.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
890,,"Se il subacqueo è accompagnato da un mezzo nautico di appoggio, la prescritta bandiera rossa con striscia diagonale bianca:",deve essere issata sul mezzo stesso.,V,la prescritta bandiera rossa può anche non essere issata.,F,la prescritta bandiera rossa può essere custodita nel gavone di prora.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
892,,Il subacqueo in immersione ha l'obbligo di segnalarsi con un galleggiante recante:,"una bandiera a scacchi rossa e bianca, visibile ad una distanza non superiore a 300 metri.",F,"una bandiera bianca con striscia diagonale rossa, visibile ad una distanza non inferiore a 30 metri.",F,"una bandiera rossa con striscia diagonale bianca, visibile ad una distanza non inferiore a 300 metri.",V,NORMATIVA DIPORTISTICA E AMBIENTALE
893,,"Avuto riguardo alla disciplina della pesca subacquea, quale tra queste affermazioni è corretta?",è vietato tenere il fucile subacqueo in posizione di armamento se non in immersione.,V,il subacqueo ha la facoltà di decidere quando tenere armato il fucile subacqueo prima dell'immersione.,F,è consentito tenere il fucile subacqueo in posizione di armamento anche se non in immersione.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
894,,L'esercizio della pesca subacquea è:,vietato a distanza inferiore a 100 metri dalle navi ancorate fuori dai porti.,V,consentito entro i 100 metri dalle navi ancorate fuori dai porti.,F,consentito a distanza inferiore a 50 metri dalle navi ancorate fuori dai porti.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
895,,L'esercizio della pesca subacquea è:,consentito a distanza inferiore a 50 metri dagli impianti fissi da pesca e dalle reti da posta.,F,vietato a distanza inferiore a 100 metri dagli impianti fissi da pesca e dalle reti da posta.,V,consentito entro i 100 metri dagli impianti fissi da pesca e dalle reti da posta.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
896,,"Avuto riguardo alla disciplina della pesca sportiva, quale tra queste affermazioni è corretta?",può essere esercitata mediante l'utilizzo di unità navali da diporto di lunghezza superiore ai 15 metri.,F,viene esercitata mediante l'utilizzo di unità da diporto solo a scopo ricreativo o agonistico.,V,viene esercitata esclusivamente mediante l'utilizzo di unità da diporto iscritte nei registri.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
897,,La pesca sportiva è l'attività esercitata:,"a scopo ricreativo o agonistico. Sono vietati, sotto qualsiasi forma, la vendita ed il commercio dei prodotti di tale tipo di pesca.",V,a scopo ricreativo e propedeutico alla successiva vendita e commercio dei prodotti catturati.,F,"scopo ricreativo o agonistico. Sono consentiti la vendita ed il commercio dei prodotti di tale tipo di pesca solo per quantitativi inferiori, per ciascuna specie, a 5 Kg.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
899,,Le lenze fisse consentite nell'ambito della pesca sportiva sono :,solo i bolentini a tre ami.,F,"canne a non piú di tre ami, lenze morte, bolentini, correntine a non piú di sei ami e lenze per cefalopodi.",V,solo le canne a non piú di 10 ami.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
900,,Le manifestazioni e le gare di pesca sportiva sono subordinate:,all'approvazione dell'autorità comunale che emana un'apposita autorizzazione.,F,all'approvazione del Capo del Compartimento marittimo che emana un'apposita ordinanza.,V,all'approvazione dell'autorità prefettizia che emana un'apposita autorizzazione.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
901,,Il pescatore sportivo giornalmente non può catturare:,"pesci, molluschi e crostacei in quantità superiore a 5 kg complessivi salvo il caso di pesce singolo di peso superiore e non può catturare giornalmente piu' di un esemplare di cernia.",V,"pesci, molluschi e crostacei in quantità superiore a 8 kg complessivi salvo il caso di pesce singolo di peso superiore e non può catturare giornalmente più di due esemplari di cernia.",F,molluschi e crostacei in quantità superiore a 10 kg.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
902,,Gli apparecchi d respirazione (bombole) possono essere utilizzate per la pesca subacquea?,assolutamente no.,V,"si, ma solo da novembre a febbraio.",F,si.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
903,,La commercializzazione del tonno rosso catturato in qualità di pescatore sportivo:,è consentita.,F,è possibile a seguito di comunicazione alla Capitaneria.,F,è vietata.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
904,,Qual è il limite di esemplari di tonno rosso che possono essere pescati e detenuti a bordo?,non ci sono limiti per la pesca sportiva.,F,2,F,1,V,NORMATIVA DIPORTISTICA E AMBIENTALE
906,,"Nel caso di avaria o incidente occorso alla propria unità, da cui possa derivare uno sversamento di idrocarburi, il comandante deve:",informare senza indugio le unità navali presenti nelle vicinanze.,F,informare senza indugio l'autorità marittima più vicina al luogo del sinistro.,V,informare senza indugio l'autorità comunale più vicina al luogo del sinistro.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
907,,"Chiunque navighi a motore all'interno di un'area marina protetta non adeguatamente segnalata dalle previste boe perimetrali, non essendo a conoscenza dei vincoli relativi al tale area è.",soggetto ad ammonizione.,F,soggetto ad una sanzione penale.,F,soggetto a una sanzione amministrativa.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
908,,Quali sono le autorità preposte alla sorveglianza delle aree marine protette?,gli ispettorati portuali e le agenzie del demanio.,F,le autorità doganali nonché quelle prefettizie.,F,"le Capitanerie di porto, nonché le polizie degli enti locali delegati nella gestione delle medesime aree protette.",V,NORMATIVA DIPORTISTICA E AMBIENTALE
909,,"Gli enti gestori delle Aree marine protette possono, nelle zone ""B"" (di riserva generale) o ""C"" (di riserva parziale) di una Area marina protetta, istituire:","istituire, nelle zone ""B"" (di riserva generale) o ""C"" (di riserva parziale), campi boa e campi di ormeggio attrezzati, anche con l'impiego di tecnologie informatiche e telematiche.",V,"istituire, nelle zone ""A"", gare di pesca.",F,"istituire, nelle zone ""A"", gare di motonautica.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
910,,Nell'ambito dei campi boa e dei campi di ormeggio delle Aree marine protette:,una quota pari al 15% degli ormeggi è riservata alle unità a vela.,V,una quota pari al 15% degli ormeggi è riservata alle unità da pesca.,F,una quota pari al 15% degli ormeggi è riservata alle navi da diporto a propulsione ibrida.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
911,,"Generalmente, in zona ""A"" delle Aree Marine Protette la navigazione:",non è consentita.,V,è consentita solo previa comunicazione all'Autorità marittima.,F,è consentita.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
913,,"Generalmente, in zona B delle Aree Marine Protette la navigazione:",è sempre consentita.,F,non è mai consentita.,F,è disciplinata dal decreto istitutivo e dal regolamento di gestione.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
914,,La dispersione in mare di 5 chili di olio usato (quantità tipo di un motore da 115 HP fuoribordo):,è assolutamente vietata ed è capace di inquinare una superficie grande una volta e mezzo un campo da calcio.,V,"è possibile solo in alto mare, oltre le 12 miglia dalla costa.",F,"è possibile solo in alto mare, oltre le 12 miglia dalla costa, su autorizzazione dell'Autorità marittima.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
915,,I segnali di soccorso scaduti (razzi-fuochi a mano- boette fumogene):,devono essere conferiti al rivenditore nel momento della loro sostituzione.,V,è consentito spararli per esercitazione.,F,"è consentito utilizzarli per uso privato, ma solo in occasione del Capodanno.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
916,,"In generale, le aree marine protette sono:","disciplinate con norme che riguardano la pesca, ma non la navigazione e l'ancoraggio.",F,"suddivise in tre zone di tutela denominate A-B-C, alcune hanno una ulteriore zona D.",V,completamente interdette alla navigazione.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
917,,Le zone in cui è suddivisa un'Area Marina Protetta sono:,disciplinate dal posizionamento di boe.,F,delimitate da coordinate geografiche e riportate nella cartografia allegata al Decreto istitutivo pubblicato in Gazzetta Ufficiale.,V,individuate dall'Ordinanza balneare della Capitaneria di porto.,F,NORMATIVA DIPORTISTICA E AMBIENTALE
918,,"Generalmente, in zona A delle Aree Marine Protette l'ancoraggio:",è consentito solo previa comunicazione all'Autorità marittima.,F,è consentita.,F,non è consentita.,V,NORMATIVA DIPORTISTICA E AMBIENTALE
920,,L’interruzione immediata e definitiva delle catture di tonno rosso a scopo sportivo-ricrerativo:,è fissata ciascun anno per il successivo dalle Capitanerie di porto competenti,F,è stabilita con decreto del Ministero competente al raggiungimento della quota di pesca assegnata all'Italia.,V,"non è prevista, poiché vi sono delle quote assegnate.",F,NORMATIVA DIPORTISTICA E AMBIENTALE
